date,real,nominal
2013-01-01,37.24,31.35
2013-02-01,33.49,28.427
2013-03-01,33.28,28.325
2013-04-01,28.43,24.177
2013-05-01,26.12,22.245
2013-06-01,22.81,19.466
2013-07-01,22.99,19.63
2013-08-01,27.5,23.505
2013-09-01,25.36,21.71
2013-10-01,25.61,21.87
2013-11-01,23.47,19.995
2013-12-01,22.73,19.364
2014-01-01,22.37,19.12
2014-02-01,24.74,21.234
2014-03-01,22.87,19.752
2014-04-01,22.11,19.163
2014-05-01,21.48,18.682
2014-06-01,24.16,21.046
2014-07-01,23.43,20.412
2014-08-01,22.39,19.473
2014-09-01,19.6,17.057
2014-10-01,18.55,16.106
2014-11-01,17.97,15.515
2014-12-01,18.16,15.592
2015-01-01,20.15,17.208
2015-02-01,19.28,16.549
2015-03-01,19.24,16.598
2015-04-01,18.67,16.147
2015-05-01,19.21,16.701
2015-06-01,17.85,15.575
2015-07-01,16.9,14.745
2015-08-01,16.74,14.584
2015-09-01,16.7,14.518
2015-10-01,17.9,15.567
2015-11-01,16.21,14.057
2015-12-01,15.96,13.797
2016-01-01,16.45,14.243
2016-02-01,17.21,14.914
2016-03-01,17.77,15.464
2016-04-01,20.36,17.813
2016-05-01,18.22,15.994
2016-06-01,21.13,18.615
2016-07-01,23.13,20.347
2016-08-01,21.23,18.69
2016-09-01,21.77,19.214
2016-10-01,20.15,17.796
2016-11-01,18.61,16.422
2016-12-01,18.1,15.978
2017-01-01,19.77,17.543
2017-02-01,20.73,18.459
2017-03-01,20.48,18.256
2017-04-01,19.3,17.248
2017-05-01,19.46,17.406
2017-06-01,18.56,16.615
2017-07-01,18.77,16.786
2017-08-01,19.56,17.556
2017-09-01,18.48,16.676
2017-10-01,18.51,16.693
2017-11-01,18.19,16.405
2017-12-01,19.01,17.128
2018-01-01,19.03,17.241
2018-02-01,18.01,16.39
2018-03-01,17.83,16.268
2018-04-01,17.89,16.383
2018-05-01,17.89,16.458
2018-06-01,17.57,16.179
2018-07-01,16.9,15.559
2018-08-01,15.77,14.533
2018-09-01,15.95,14.712
2018-10-01,15.45,14.282
2018-11-01,15.33,14.127
2018-12-01,16.9,15.519
2019-01-01,17.47,16.072
2019-02-01,16.9,15.615
2019-03-01,16.26,15.11
2019-04-01,16.03,14.967
2019-05-01,15.56,14.567
2019-06-01,16.36,15.323
2019-07-01,17.49,16.405
2019-08-01,19.52,18.311
2019-09-01,18.1,16.998
2019-10-01,19.21,18.067
2019-11-01,18.09,17.004
2019-12-01,19.07,17.902
2020-01-01,19.09,18.012
2020-02-01,17.4,16.443
2020-03-01,15.01,14.156
2020-04-01,15.96,14.958
2020-05-01,19.74,18.499
2020-06-01,19.75,18.618
2020-07-01,25.57,24.216
2020-08-01,30.08,28.563
2020-09-01,24.69,23.494
2020-10-01,24.85,23.646
2020-11-01,23.7,22.553
2020-12-01,27.72,26.396
2021-01-01,28.15,26.914
2021-02-01,27.49,26.432
2021-03-01,25.34,24.532
2021-04-01,26.49,25.869
2021-05-01,28.46,28.014
2021-06-01,26.37,26.188
2021-07-01,25.6,25.547
2021-08-01,24,23.997
2021-09-01,22.79,22.794
