date,real,nominal
2019-06-01,1509.3,1413.2
2019-07-01,1524.97,1430.55
2019-08-01,1627.3,1526.55
2019-09-01,1584.29,1487.6
2019-10-01,1601.3,1506.4
2019-11-01,1549.56,1456.35
2019-12-01,1622,1523
2020-01-01,1675.7,1580.85
2020-02-01,1720.68,1626.35
2020-03-01,1700.93,1604.65
2020-04-01,1831.77,1716.75
2020-05-01,1841.27,1725.65
2020-06-01,1878.71,1770.7
2020-07-01,2082.09,1971.68
2020-08-01,2074.94,1970.5
2020-09-01,1990.49,1893.9
2020-10-01,1975.77,1879.9
2020-11-01,1870.63,1779.86
2020-12-01,1989.86,1895.1
2021-01-01,1934.79,1849.7
2021-02-01,1797.95,1728.8
2021-03-01,1771.84,1715.24
2021-04-01,1810.12,1767.7
2021-05-01,1935.22,1904.74
2021-06-01,1784,1771.6
2021-07-01,1817.75,1814.12
2021-08-01,1815.8,1815.8
2021-09-01,1754.6,1754.6
